combo_name,object_model_path,pose_model_path,analysis_json,frames_processed,video_fps,runtime_fps,average_latency_ms,gpu_avg_power_w,gpu_avg_temp_c,gpu_avg_utilization_pct,PS Power (W),Temp (C),GPU (%),pass_events,drive_events,pred_passes_club1,pred_passes_club2,pred_passes_total,gt_passes_club1,gt_passes_club2,gt_passes_home,gt_passes_away,gt_passes_unknown,gt_passes_total,gt_team_mapping,map_compare_on,map_confidence_min,map_dedupe_window_s,map_time_offset_s,max_eval_time_s,pred_events_raw,pred_events_kept,gt_events_eval,mAP1,mAP2,mAP3,mAP4,mAP5,mAP1-5,partial,complete,error
obj26l_fp16_pose26n_fp16,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/research/object/26l/quantization/FP16/26l_DS3_fp16.engine,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/research/pose/26n-pose/quantization/FP16/26n_pose_fp16.engine,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/stat_analysis/pass_analysis_runs/top_settings_replay/replay_20260319_204802/rank_08/batch_20260320_041353/obj26l_fp16_pose26n_fp16.analysis.json,1500,25.0,5.5534,176.6259,4.6799,52.0968,58.116,4.6799,52.0968,58.116,25,17,5,20,25,7,23,7,23,0,30,"home->club1,away->club2",start,0.15,0.05,0.0,60.0,25,25,30,0.479302,0.638889,0.638889,0.681667,0.681667,0.624083,True,False,
obj26l_fp16_pose26n_p80_fp16,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/research/object/26l/quantization/FP16/26l_DS3_fp16.engine,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/research/pose/26n-pose/pruning_quantization/80/FP16/26n_pose_p80_fp16.engine,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/stat_analysis/pass_analysis_runs/top_settings_replay/replay_20260319_204802/rank_08/batch_20260320_041353/obj26l_fp16_pose26n_p80_fp16.analysis.json,1500,25.0,5.7851,170.1614,4.7421,53.403,51.6914,4.7421,53.403,51.6914,28,20,3,25,28,7,23,7,23,0,30,"home->club1,away->club2",start,0.15,0.05,0.0,60.0,28,28,30,0.379832,0.426487,0.506389,0.541578,0.541578,0.479173,True,False,
obj26l_fp16_pose26n_kd26x_p80_fp16,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/research/object/26l/quantization/FP16/26l_DS3_fp16.engine,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/research/pose/26n-pose/distillation_pruning_quantization/80/FP16/26n_pose_from_26x_80p_fp16.engine,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/stat_analysis/pass_analysis_runs/top_settings_replay/replay_20260319_204802/rank_08/batch_20260320_041353/obj26l_fp16_pose26n_kd26x_p80_fp16.analysis.json,1500,25.0,5.7647,170.8278,4.6933,53.4435,50.7787,4.6933,53.4435,50.7787,22,21,2,20,22,7,23,7,23,0,30,"home->club1,away->club2",start,0.15,0.05,0.0,60.0,22,22,30,0.416201,0.499883,0.507576,0.507576,0.507576,0.487762,True,False,
obj26l_fp16_pose26n_kd_p80_int8,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/research/object/26l/quantization/FP16/26l_DS3_fp16.engine,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/research/pose/26n-pose/distillation_pruning_quantization/80/INT8/26n_pose_from_26m_80p_int8.engine,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/stat_analysis/pass_analysis_runs/top_settings_replay/replay_20260319_204802/rank_08/batch_20260320_041353/obj26l_fp16_pose26n_kd_p80_int8.analysis.json,1500,25.0,5.7535,171.0785,4.5217,52.8764,43.7944,4.5217,52.8764,43.7944,30,19,5,25,30,7,23,7,23,0,30,"home->club1,away->club2",start,0.15,0.05,0.0,60.0,30,30,30,0.351671,0.562795,0.700605,0.736807,0.736807,0.617737,True,False,
obj26s_baseline_pose26n_fp16,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/research/object/26s/baseline/26s_DS3_baseline.engine,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/research/pose/26n-pose/quantization/FP16/26n_pose_fp16.engine,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/stat_analysis/pass_analysis_runs/top_settings_replay/replay_20260319_204802/rank_08/batch_20260320_041353/obj26s_baseline_pose26n_fp16.analysis.json,1500,25.0,5.9623,165.0713,3.8698,52.2783,45.1435,3.8698,52.2783,45.1435,17,16,2,15,17,7,23,7,23,0,30,"home->club1,away->club2",start,0.15,0.05,0.0,60.0,17,17,30,0.483107,0.485014,0.566667,0.566667,0.566667,0.533624,True,False,
obj26s_baseline_pose26n_p80_fp16,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/research/object/26s/baseline/26s_DS3_baseline.engine,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/research/pose/26n-pose/pruning_quantization/80/FP16/26n_pose_p80_fp16.engine,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/stat_analysis/pass_analysis_runs/top_settings_replay/replay_20260319_204802/rank_08/batch_20260320_041353/obj26s_baseline_pose26n_p80_fp16.analysis.json,1500,25.0,6.1282,160.5676,3.8154,52.412,48.0639,3.8154,52.412,48.0639,17,14,3,14,17,7,23,7,23,0,30,"home->club1,away->club2",start,0.15,0.05,0.0,60.0,17,17,30,0.448648,0.448648,0.531373,0.566667,0.566667,0.5124,True,False,
obj26s_baseline_pose26n_kd26x_p80_fp16,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/research/object/26s/baseline/26s_DS3_baseline.engine,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/research/pose/26n-pose/distillation_pruning_quantization/80/FP16/26n_pose_from_26x_80p_fp16.engine,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/stat_analysis/pass_analysis_runs/top_settings_replay/replay_20260319_204802/rank_08/batch_20260320_041353/obj26s_baseline_pose26n_kd26x_p80_fp16.analysis.json,1500,25.0,6.1242,160.6817,3.8031,52.4019,46.1781,3.8031,52.4019,46.1781,18,16,2,16,18,7,23,7,23,0,30,"home->club1,away->club2",start,0.15,0.05,0.0,60.0,18,18,30,0.51339,0.515079,0.6,0.6,0.6,0.565694,True,False,
obj26s_baseline_pose26n_kd_p80_int8,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/research/object/26s/baseline/26s_DS3_baseline.engine,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/research/pose/26n-pose/distillation_pruning_quantization/80/INT8/26n_pose_from_26m_80p_int8.engine,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/stat_analysis/pass_analysis_runs/top_settings_replay/replay_20260319_204802/rank_08/batch_20260320_041353/obj26s_baseline_pose26n_kd_p80_int8.analysis.json,1500,25.0,6.2198,158.184,3.7523,52.1444,50.7569,3.7523,52.1444,50.7569,16,20,3,13,16,7,23,7,23,0,30,"home->club1,away->club2",start,0.15,0.05,0.0,60.0,16,16,30,0.383754,0.491667,0.533333,0.533333,0.533333,0.495084,True,False,
obj26m_p80_fp16_pose26n_fp16,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/research/object/26m/pruning_quantization/80/FP16/26m_DS3_p80_fp16.engine,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/research/pose/26n-pose/quantization/FP16/26n_pose_fp16.engine,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/stat_analysis/pass_analysis_runs/top_settings_replay/replay_20260319_204802/rank_08/batch_20260320_041353/obj26m_p80_fp16_pose26n_fp16.analysis.json,1500,25.0,6.2605,157.1359,3.9955,51.4746,48.6182,3.9955,51.4746,48.6182,23,16,5,18,23,7,23,7,23,0,30,"home->club1,away->club2",start,0.15,0.05,0.0,60.0,23,23,30,0.415509,0.57155,0.57155,0.609388,0.660652,0.56573,True,False,
obj26m_p80_fp16_pose26n_p80_fp16,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/research/object/26m/pruning_quantization/80/FP16/26m_DS3_p80_fp16.engine,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/research/pose/26n-pose/pruning_quantization/80/FP16/26n_pose_p80_fp16.engine,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/stat_analysis/pass_analysis_runs/top_settings_replay/replay_20260319_204802/rank_08/batch_20260320_041353/obj26m_p80_fp16_pose26n_p80_fp16.analysis.json,1500,25.0,6.4792,151.7539,3.9937,51.1994,46.6355,3.9937,51.1994,46.6355,26,11,4,22,26,7,23,7,23,0,30,"home->club1,away->club2",start,0.15,0.05,0.0,60.0,26,26,30,0.530587,0.667857,0.754167,0.754167,0.763889,0.694133,True,False,
obj26m_p80_fp16_pose26n_kd26x_p80_fp16,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/research/object/26m/pruning_quantization/80/FP16/26m_DS3_p80_fp16.engine,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/research/pose/26n-pose/distillation_pruning_quantization/80/FP16/26n_pose_from_26x_80p_fp16.engine,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/stat_analysis/pass_analysis_runs/top_settings_replay/replay_20260319_204802/rank_08/batch_20260320_041353/obj26m_p80_fp16_pose26n_kd26x_p80_fp16.analysis.json,1500,25.0,6.3432,155.0747,3.8633,51.0924,42.1389,3.8633,51.0924,42.1389,23,20,4,19,23,7,23,7,23,0,30,"home->club1,away->club2",start,0.15,0.05,0.0,60.0,23,23,30,0.394667,0.495958,0.587687,0.65739,0.65739,0.558618,True,False,
obj26m_p80_fp16_pose26n_kd_p80_int8,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/research/object/26m/pruning_quantization/80/FP16/26m_DS3_p80_fp16.engine,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/research/pose/26n-pose/distillation_pruning_quantization/80/INT8/26n_pose_from_26m_80p_int8.engine,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/stat_analysis/pass_analysis_runs/top_settings_replay/replay_20260319_204802/rank_08/batch_20260320_041353/obj26m_p80_fp16_pose26n_kd_p80_int8.analysis.json,1500,25.0,6.4217,153.0986,3.7651,50.4381,42.972,3.7651,50.4381,42.972,22,25,8,14,22,7,23,7,23,0,30,"home->club1,away->club2",start,0.15,0.05,0.0,60.0,22,22,30,0.337454,0.469322,0.496306,0.5525,0.581548,0.487426,True,False,
obj26s_fp16_pose26n_fp16,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/research/object/26s/quantization/FP16/26s_DS3_fp16.engine,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/research/pose/26n-pose/quantization/FP16/26n_pose_fp16.engine,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/stat_analysis/pass_analysis_runs/top_settings_replay/replay_20260319_204802/rank_08/batch_20260320_041353/obj26s_fp16_pose26n_fp16.analysis.json,1500,25.0,6.9389,141.5899,3.0589,48.4789,44.6782,3.0589,48.4789,44.6782,16,20,2,14,16,7,23,7,23,0,30,"home->club1,away->club2",start,0.15,0.05,0.0,60.0,16,16,30,0.445833,0.448077,0.533333,0.533333,0.533333,0.498782,True,False,
obj26s_fp16_pose26n_p80_fp16,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/research/object/26s/quantization/FP16/26s_DS3_fp16.engine,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/research/pose/26n-pose/pruning_quantization/80/FP16/26n_pose_p80_fp16.engine,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/stat_analysis/pass_analysis_runs/top_settings_replay/replay_20260319_204802/rank_08/batch_20260320_041353/obj26s_fp16_pose26n_p80_fp16.analysis.json,1500,25.0,7.2571,135.3062,3.0341,47.8211,48.7732,3.0341,47.8211,48.7732,17,14,4,13,17,7,23,7,23,0,30,"home->club1,away->club2",start,0.15,0.05,0.0,60.0,17,17,30,0.440686,0.440686,0.527451,0.566667,0.566667,0.508431,True,False,
obj26s_fp16_pose26n_kd26x_p80_fp16,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/research/object/26s/quantization/FP16/26s_DS3_fp16.engine,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/research/pose/26n-pose/distillation_pruning_quantization/80/FP16/26n_pose_from_26x_80p_fp16.engine,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/stat_analysis/pass_analysis_runs/top_settings_replay/replay_20260319_204802/rank_08/batch_20260320_041353/obj26s_fp16_pose26n_kd26x_p80_fp16.analysis.json,1500,25.0,7.3136,134.2647,3.0778,48.0139,48.8333,3.0778,48.0139,48.8333,17,18,2,15,17,7,23,7,23,0,30,"home->club1,away->club2",start,0.15,0.05,0.0,60.0,17,17,30,0.47598,0.477979,0.566667,0.566667,0.566667,0.530792,True,False,
obj26s_fp16_pose26n_kd_p80_int8,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/research/object/26s/quantization/FP16/26s_DS3_fp16.engine,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/research/pose/26n-pose/distillation_pruning_quantization/80/INT8/26n_pose_from_26m_80p_int8.engine,/home/jetson/Desktop/JackColeman/football-analysis/football_analysis/stat_analysis/pass_analysis_runs/top_settings_replay/replay_20260319_204802/rank_08/batch_20260320_041353/obj26s_fp16_pose26n_kd_p80_int8.analysis.json,1500,25.0,7.3668,133.2599,2.8912,47.7601,45.7053,2.8912,47.7601,45.7053,15,22,3,12,15,7,23,7,23,0,30,"home->club1,away->club2",start,0.15,0.05,0.0,60.0,15,15,30,0.336667,0.455556,0.5,0.5,0.5,0.458444,True,False,
